state_name,state_code,city_code,city_name,county_code,county_name
IOWA,19,4110,JANESVILLE,13,BLACK HAWK
IOWA,19,4110,JANESVILLE,17,BREMER
IOWA,19,4120,JEFFERSON,73,GREENE
IOWA,19,4130,JESUP,19,BUCHANAN
IOWA,19,4140,JEWELL,79,HAMILTON
IOWA,19,4146,JOHNSTON,153,POLK
IOWA,19,4150,JOICE,195,WORTH
IOWA,19,4160,JOLLEY,25,CALHOUN
IOWA,19,4170,KALONA,183,WASHINGTON
IOWA,19,4180,KAMRAR,79,HAMILTON
IOWA,19,4190,KANAWHA,81,HANCOCK
IOWA,19,4200,KELLERTON,159,RINGGOLD
IOWA,19,4210,KELLEY,169,STORY
IOWA,19,4220,KELLOGG,99,JASPER
IOWA,19,4230,KENSETT,195,WORTH
IOWA,19,4240,KENT,175,UNION
IOWA,19,4250,KEOKUK,111,LEE
IOWA,19,4255,KEOMAH VILLAGE,123,MAHASKA
IOWA,19,4260,KEOSAUQUA,177,VAN BUREN
IOWA,19,4270,KEOTA,107,KEOKUK
IOWA,19,4276,KESLEY,23,BUTLER
IOWA,19,4280,KESWICK,107,KEOKUK
IOWA,19,4290,KEYSTONE,11,BENTON
IOWA,19,4297,KILLDUFF,99,JASPER
IOWA,19,4300,KIMBALLTON,9,AUDUBON
IOWA,19,4310,KINGSLEY,149,PLYMOUTH
IOWA,19,4320,KINROSS,107,KEOKUK
IOWA,19,4330,KIRKMAN,165,SHELBY
IOWA,19,4340,KIRKVILLE,179,WAPELLO
IOWA,19,4350,KIRON,47,CRAWFORD
IOWA,19,4360,KLEMME,81,HANCOCK
IOWA,19,4370,KNIERIM,25,CALHOUN
IOWA,19,4380,KNOXVILLE,125,MARION
IOWA,19,4490,LA MOTTE,97,JACKSON
IOWA,19,4520,LA PORTE CITY,13,BLACK HAWK
IOWA,19,4390,LACONA,181,WARREN
IOWA,19,4400,LADORA,95,IOWA
IOWA,19,4410,LAKE CITY,25,CALHOUN
IOWA,19,4420,LAKE MILLS,189,WINNEBAGO
IOWA,19,4430,LAKE PARK,59,DICKINSON
IOWA,19,4450,LAKE VIEW,161,SAC
IOWA,19,4440,LAKESIDE,21,BUENA VISTA
IOWA,19,4460,LAKOTA,109,KOSSUTH
IOWA,19,4465,LAMBS GROVE,99,JASPER
IOWA,19,4470,LAMONI,53,DECATUR
IOWA,19,4480,LAMONT,19,BUCHANAN
IOWA,19,4500,LANESBORO,27,CARROLL
IOWA,19,4504,LANGWORTHY,105,JONES
IOWA,19,4510,LANSING,5,ALLAMAKEE
IOWA,19,4530,LARCHWOOD,119,LYON
IOWA,19,4540,LARRABEE,35,CHEROKEE
IOWA,19,4550,LATIMER,69,FRANKLIN
IOWA,19,4560,LAUREL,127,MARSHALL
IOWA,19,4570,LAURENS,151,POCAHONTAS
IOWA,19,4580,LAWLER,37,CHICKASAW
IOWA,19,4590,LAWTON,193,WOODBURY
IOWA,19,4600,LE CLAIRE,163,SCOTT
IOWA,19,4620,LE GRAND,127,MARSHALL
IOWA,19,4660,LE MARS,149,PLYMOUTH
IOWA,19,4690,LE ROY,53,DECATUR
IOWA,19,4610,LEDYARD,109,KOSSUTH
IOWA,19,4630,LEHIGH,187,WEBSTER
IOWA,19,4640,LEIGHTON,123,MAHASKA
IOWA,19,4650,LELAND,189,WINNEBAGO
IOWA,19,4670,LENOX,173,TAYLOR
IOWA,19,4680,LEON,53,DECATUR
IOWA,19,4700,LESTER,119,LYON
IOWA,19,4710,LETTS,115,LOUISA
IOWA,19,4720,LEWIS,29,CASS
IOWA,19,4729,LIBERTY CENTER,181,WARREN
IOWA,19,4730,LIBERTYVILLE,101,JEFFERSON
IOWA,19,4740,LIDDERDALE,27,CARROLL
IOWA,19,4750,LIME SPRINGS,89,HOWARD
IOWA,19,4760,LINCOLN,171,TAMA
IOWA,19,4770,LINDEN,49,DALLAS
IOWA,19,4780,LINEVILLE,185,WAYNE
IOWA,19,4790,LINN GROVE,21,BUENA VISTA
IOWA,19,4793,LINWOOD,163,SCOTT
IOWA,19,4800,LISBON,113,LINN
IOWA,19,4810,LISCOMB,127,MARSHALL
IOWA,19,4822,LITTLE CEDAR,131,MITCHELL
IOWA,19,4830,LITTLE ROCK,119,LYON
IOWA,19,4840,LITTLE SIOUX,85,HARRISON
IOWA,19,4820,LITTLEPORT,43,CLAYTON
IOWA,19,4850,LIVERMORE,91,HUMBOLDT
IOWA,19,4860,LOCKRIDGE,101,JEFFERSON
IOWA,19,4870,LOGAN,85,HARRISON
IOWA,19,4880,LOHRVILLE,25,CALHOUN
IOWA,19,4890,LONE ROCK,109,KOSSUTH
IOWA,19,4900,LONE TREE,103,JOHNSON
IOWA,19,4910,LONG GROVE,163,SCOTT
IOWA,19,4920,LORIMOR,175,UNION
IOWA,19,4930,LOST NATION,45,CLINTON
IOWA,19,4940,LOVILIA,135,MONROE
IOWA,19,4960,LOW MOOR,45,CLINTON
IOWA,19,4950,LOWDEN,31,CEDAR
IOWA,19,5000,LU VERNE,91,HUMBOLDT
IOWA,19,5000,LU VERNE,109,KOSSUTH
IOWA,19,4970,LUANA,43,CLAYTON
IOWA,19,4980,LUCAS,117,LUCAS
IOWA,19,4990,LUTHER,15,BOONE
IOWA,19,5010,LUXEMBURG,61,DUBUQUE
IOWA,19,5020,LUZERNE,11,BENTON
IOWA,19,5030,LYNNVILLE,99,JASPER
IOWA,19,5040,LYTTON,25,CALHOUN
IOWA,19,5040,LYTTON,161,SAC
IOWA,19,5100,MACEDONIA,155,POTTAWATTAMIE
IOWA,19,5110,MACKSBURG,121,MADISON
IOWA,19,5120,MADRID,15,BOONE
IOWA,19,5130,MAGNOLIA,85,HARRISON
IOWA,19,5133,MAHARISHI VEDIC CITY,101,JEFFERSON
IOWA,19,5140,MALCOM,157,POWESHIEK
IOWA,19,5150,MALLARD,147,PALO ALTO
IOWA,19,5160,MALOY,159,RINGGOLD
IOWA,19,5170,MALVERN,129,MILLS
IOWA,19,5180,MANCHESTER,55,DELAWARE
IOWA,19,5190,MANILLA,47,CRAWFORD
IOWA,19,5200,MANLY,195,WORTH
IOWA,19,5210,MANNING,27,CARROLL
IOWA,19,5220,MANSON,25,CALHOUN
IOWA,19,5230,MAPLETON,133,MONONA
IOWA,19,5240,MAQUOKETA,97,JACKSON
IOWA,19,5250,MARATHON,21,BUENA VISTA
IOWA,19,5260,MARBLE ROCK,67,FLOYD
IOWA,19,5270,MARCUS,35,CHEROKEE
IOWA,19,5280,MARENGO,95,IOWA
IOWA,19,5290,MARION,113,LINN
IOWA,19,5300,MARNE,29,CASS
IOWA,19,5310,MARQUETTE,43,CLAYTON
IOWA,19,5320,MARSHALLTOWN,127,MARSHALL
IOWA,19,5330,MARTELLE,105,JONES
IOWA,19,5340,MARTENSDALE,181,WARREN
IOWA,19,5350,MARTINSBURG,107,KEOKUK
IOWA,19,5360,MARYSVILLE,125,MARION
IOWA,19,5370,MASON CITY,33,CERRO GORDO
IOWA,19,5380,MASONVILLE,55,DELAWARE
IOWA,19,5390,MASSENA,29,CASS
IOWA,19,5400,MATLOCK,167,SIOUX
IOWA,19,5410,MAURICE,167,SIOUX
IOWA,19,5420,MAXWELL,169,STORY
IOWA,19,5430,MAYNARD,65,FAYETTE
IOWA,19,5440,MAYSVILLE,163,SCOTT
IOWA,19,5050,MCCALLSBURG,169,STORY
IOWA,19,5060,MCCAUSLAND,163,SCOTT
IOWA,19,5070,MCCLELLAND,155,POTTAWATTAMIE
IOWA,19,5080,MCGREGOR,43,CLAYTON
IOWA,19,5090,MCINTIRE,131,MITCHELL
IOWA,19,5450,MECHANICSVILLE,31,CEDAR
IOWA,19,5460,MEDIAPOLIS,57,DES MOINES
IOWA,19,5470,MELBOURNE,127,MARSHALL
IOWA,19,5480,MELCHER,125,MARION
IOWA,19,2030,MELCHER-DALLAS,125,MARION
IOWA,19,5490,MELROSE,135,MONROE
IOWA,19,5500,MELVIN,143,OSCEOLA
IOWA,19,5510,MENLO,77,GUTHRIE
IOWA,19,5520,MERIDEN,35,CHEROKEE
IOWA,19,5530,MERRILL,149,PLYMOUTH
IOWA,19,5540,MESERVEY,33,CERRO GORDO
IOWA,19,5549,MIDDLE,95,IOWA
IOWA,19,5548,MIDDLE AMANA,95,IOWA
IOWA,19,5550,MIDDLETOWN,57,DES MOINES
IOWA,19,5560,MILES,97,JACKSON
IOWA,19,5570,MILFORD,59,DICKINSON
IOWA,19,5580,MILLERSBURG,95,IOWA
IOWA,19,5590,MILLERTON,185,WAYNE
IOWA,19,5595,MILLVILLE,43,CLAYTON
IOWA,19,5600,MILO,181,WARREN
IOWA,19,5610,MILTON,177,VAN BUREN
IOWA,19,5620,MINBURN,49,DALLAS
IOWA,19,5630,MINDEN,155,POTTAWATTAMIE
IOWA,19,5632,MINEOLA,129,MILLS
IOWA,19,5640,MINGO,99,JASPER
IOWA,19,5650,MISSOURI VALLEY,85,HARRISON
IOWA,19,5660,MITCHELL,131,MITCHELL
IOWA,19,5670,MITCHELLVILLE,153,POLK
IOWA,19,5680,MODALE,85,HARRISON
IOWA,19,5690,MONDAMIN,85,HARRISON
IOWA,19,5700,MONETA,141,O BRIEN
IOWA,19,5710,MONMOUTH,97,JACKSON
IOWA,19,5720,MONONA,43,CLAYTON
IOWA,19,5730,MONROE,99,JASPER
IOWA,19,5740,MONTEZUMA,157,POWESHIEK
IOWA,19,5742,MONTGOMERY,59,DICKINSON
IOWA,19,5750,MONTICELLO,105,JONES
IOWA,19,5760,MONTOUR,171,TAMA
IOWA,19,5765,MONTPELIER,139,MUSCATINE
IOWA,19,5770,MONTROSE,111,LEE
IOWA,19,5780,MOORHEAD,133,MONONA
IOWA,19,5790,MOORLAND,187,WEBSTER
IOWA,19,5800,MORAVIA,7,APPANOOSE
IOWA,19,5810,MORLEY,105,JONES
IOWA,19,5820,MORNING SUN,115,LOUISA
IOWA,19,5830,MORRISON,75,GRUNDY
IOWA,19,5833,MOSCOW,139,MUSCATINE
IOWA,19,5840,MOULTON,7,APPANOOSE
IOWA,19,5850,MOUNT AUBURN,11,BENTON
IOWA,19,5860,MOUNT AYR,159,RINGGOLD
IOWA,19,5843,MOUNT ETNA,3,ADAMS
IOWA,19,5870,MOUNT PLEASANT,87,HENRY
IOWA,19,5880,MOUNT STERLING,177,VAN BUREN
IOWA,19,5890,MOUNT UNION,87,HENRY
IOWA,19,5900,MOUNT VERNON,113,LINN
IOWA,19,5910,MOVILLE,193,WOODBURY
IOWA,19,5916,MUNTERVILLE,179,WAPELLO
IOWA,19,5920,MURRAY,39,CLARKE
IOWA,19,5930,MUSCATINE,139,MUSCATINE
IOWA,19,5940,MYSTIC,7,APPANOOSE
IOWA,19,5950,NASHUA,37,CHICKASAW
IOWA,19,5960,NEMAHA,161,SAC
IOWA,19,5970,NEOLA,155,POTTAWATTAMIE
IOWA,19,5980,NEVADA,169,STORY
IOWA,19,5985,NEVINVILLE,3,ADAMS
IOWA,19,5990,NEW ALBIN,5,ALLAMAKEE
IOWA,19,6020,NEW HAMPTON,37,CHICKASAW
IOWA,19,6030,NEW HARTFORD,23,BUTLER
IOWA,19,6040,NEW LIBERTY,163,SCOTT
IOWA,19,6050,NEW LONDON,87,HENRY
IOWA,19,6060,NEW MARKET,173,TAYLOR
IOWA,19,6070,NEW PROVIDENCE,83,HARDIN
IOWA,19,6080,NEW SHARON,123,MAHASKA
IOWA,19,6100,NEW VIENNA,61,DUBUQUE
IOWA,19,6110,NEW VIRGINIA,181,WARREN
IOWA,19,6000,NEWELL,21,BUENA VISTA
IOWA,19,6010,NEWHALL,11,BENTON
IOWA,19,6090,NEWTON,99,JASPER
IOWA,19,6120,NICHOLS,139,MUSCATINE
IOWA,19,6130,NODAWAY,3,ADAMS
IOWA,19,6140,NORA SPRINGS,67,FLOYD
IOWA,19,6160,NORTH BUENA VISTA,43,CLAYTON
IOWA,19,6170,NORTH ENGLISH,95,IOWA
IOWA,19,6170,NORTH ENGLISH,107,KEOKUK
IOWA,19,6180,NORTH LIBERTY,103,JOHNSON
IOWA,19,6190,NORTH WASHINGTON,37,CHICKASAW
IOWA,19,6150,NORTHBORO,145,PAGE
IOWA,19,6200,NORTHWOOD,195,WORTH
IOWA,19,6210,NORWALK,181,WARREN
IOWA,19,6220,NORWAY,11,BENTON
IOWA,19,6230,NUMA,7,APPANOOSE
IOWA,19,6238,OAKDALE,103,JOHNSON
IOWA,19,6240,OAKLAND,155,POTTAWATTAMIE
IOWA,19,6244,OAKLAND ACRES,99,JASPER
IOWA,19,6250,OAKVILLE,115,LOUISA
IOWA,19,6260,OCHEYEDAN,143,OSCEOLA
IOWA,19,6270,ODEBOLT,161,SAC
IOWA,19,6280,OELWEIN,65,FAYETTE
IOWA,19,6290,OGDEN,15,BOONE
IOWA,19,6300,OKOBOJI,59,DICKINSON
IOWA,19,6682,OLD PERU,121,MADISON
IOWA,19,6320,OLD TOWN,59,DICKINSON
IOWA,19,6310,OLDS,87,HENRY
IOWA,19,6330,OLIN,105,JONES
IOWA,19,6340,OLLIE,107,KEOKUK
IOWA,19,6350,ONAWA,133,MONONA
IOWA,19,6360,ONEIDA,55,DELAWARE
IOWA,19,6370,ONSLOW,105,JONES
IOWA,19,6377,ORALABOR,153,POLK
IOWA,19,6379,ORAN,65,FAYETTE
IOWA,19,6380,ORANGE CITY,167,SIOUX
IOWA,19,6390,ORCHARD,131,MITCHELL
IOWA,19,6400,ORIENT,1,ADAIR
IOWA,19,6410,ORLEANS,59,DICKINSON
IOWA,19,6420,OSAGE,131,MITCHELL
IOWA,19,6430,OSCEOLA,39,CLARKE
IOWA,19,6440,OSKALOOSA,123,MAHASKA
IOWA,19,6450,OSSIAN,191,WINNESHIEK
IOWA,19,6460,OSTERDOCK,43,CLAYTON
IOWA,19,6467,OTHO,187,WEBSTER
IOWA,19,6468,OTLEY,125,MARION
IOWA,19,6470,OTO,193,WOODBURY
IOWA,19,6480,OTTOSEN,91,HUMBOLDT
IOWA,19,6490,OTTUMWA,179,WAPELLO
IOWA,19,6500,OWASA,83,HARDIN
IOWA,19,6510,OXFORD,103,JOHNSON
IOWA,19,6520,OXFORD JUNCTION,105,JONES
IOWA,19,6530,OYENS,149,PLYMOUTH
IOWA,19,6540,PACIFIC JUNCTION,129,MILLS
IOWA,19,6550,PACKWOOD,101,JEFFERSON
IOWA,19,6560,PALMER,151,POCAHONTAS
IOWA,19,6570,PALO,113,LINN
IOWA,19,6580,PANAMA,165,SHELBY
IOWA,19,6590,PANORA,77,GUTHRIE
IOWA,19,6591,PANORAMA PARK,163,SCOTT
IOWA,19,6608,PARK VIEW,163,SCOTT
IOWA,19,6600,PARKERSBURG,23,BUTLER
IOWA,19,6610,PARNELL,95,IOWA
IOWA,19,6620,PATON,73,GREENE
IOWA,19,6630,PATTERSON,121,MADISON
IOWA,19,6640,PAULLINA,141,O BRIEN
IOWA,19,6650,PELLA,125,MARION
IOWA,19,6660,PEOSTA,61,DUBUQUE
IOWA,19,6665,PERCIVAL,71,FREMONT
IOWA,19,6670,PERRY,49,DALLAS
IOWA,19,6675,PERSHING,125,MARION
IOWA,19,6680,PERSIA,85,HARRISON
IOWA,19,6690,PETERSON,41,CLAY
IOWA,19,6700,PIERSON,193,WOODBURY
IOWA,19,6709,PILOT GROVE,111,LEE
IOWA,19,6710,PILOT MOUND,15,BOONE
IOWA,19,6720,PIONEER,91,HUMBOLDT
IOWA,19,6730,PISGAH,85,HARRISON
IOWA,19,6740,PLAINFIELD,17,BREMER
IOWA,19,6750,PLAINVIEW,163,SCOTT
IOWA,19,6760,PLANO,7,APPANOOSE
IOWA,19,6765,PLEASANT HILL,153,POLK
IOWA,19,6780,PLEASANT PLAIN,101,JEFFERSON
IOWA,19,6789,PLEASANT VALLEY,163,SCOTT
IOWA,19,6770,PLEASANTON,53,DECATUR
IOWA,19,6790,PLEASANTVILLE,125,MARION
IOWA,19,6800,PLOVER,151,POCAHONTAS
IOWA,19,6810,PLYMOUTH,33,CERRO GORDO
IOWA,19,6820,POCAHONTAS,151,POCAHONTAS
IOWA,19,6830,POLK CITY,153,POLK
IOWA,19,6840,POMEROY,25,CALHOUN
IOWA,19,6850,POPEJOY,69,FRANKLIN
IOWA,19,6860,PORTSMOUTH,165,SHELBY
IOWA,19,6870,POSTVILLE,5,ALLAMAKEE
IOWA,19,6890,PRAIRIE CITY,99,JASPER
IOWA,19,6880,PRAIRIEBURG,113,LINN
IOWA,19,6900,PRESCOTT,3,ADAMS
IOWA,19,6910,PRESTON,97,JACKSON
IOWA,19,6920,PRIMGHAR,141,O BRIEN
IOWA,19,6930,PRINCETON,163,SCOTT
IOWA,19,6936,PROLE,181,WARREN
IOWA,19,6940,PROMISE CITY,185,WAYNE
IOWA,19,6950,PROTIVIN,89,HOWARD
IOWA,19,6960,PULASKI,51,DAVIS
IOWA,19,6970,QUASQUETON,19,BUCHANAN
IOWA,19,6980,QUIMBY,35,CHEROKEE
IOWA,19,6990,RADCLIFFE,83,HARDIN
IOWA,19,7000,RAKE,189,WINNEBAGO
IOWA,19,7010,RALSTON,27,CARROLL
IOWA,19,7010,RALSTON,73,GREENE
IOWA,19,7020,RANDALIA,65,FAYETTE
IOWA,19,7030,RANDALL,79,HAMILTON
IOWA,19,7040,RANDOLPH,71,FREMONT
IOWA,19,7050,RATHBUN,7,APPANOOSE
IOWA,19,7052,RAYMOND,13,BLACK HAWK
IOWA,19,7060,READLYN,17,BREMER
IOWA,19,7070,REASNOR,99,JASPER
IOWA,19,7100,RED OAK,137,MONTGOMERY
IOWA,19,7080,REDDING,159,RINGGOLD
IOWA,19,7090,REDFIELD,49,DALLAS
IOWA,19,7110,REINBECK,75,GRUNDY
IOWA,19,7120,REMBRANDT,21,BUENA VISTA
IOWA,19,7130,REMSEN,149,PLYMOUTH
IOWA,19,7140,RENWICK,91,HUMBOLDT
IOWA,19,7150,RHODES,127,MARSHALL
IOWA,19,7160,RICEVILLE,89,HOWARD
IOWA,19,7160,RICEVILLE,131,MITCHELL
IOWA,19,7170,RICHLAND,107,KEOKUK
IOWA,19,7185,RICKARDSVILLE,61,DUBUQUE
IOWA,19,7180,RICKETTS,47,CRAWFORD
IOWA,19,7190,RIDGEWAY,191,WINNESHIEK
IOWA,19,7195,RIDOTTO,151,POCAHONTAS
IOWA,19,7200,RINARD,25,CALHOUN
IOWA,19,7210,RINGSTED,63,EMMET
IOWA,19,7220,RIPPEY,73,GREENE
IOWA,19,7227,RIVERDALE,163,SCOTT
IOWA,19,7230,RIVERSIDE,183,WASHINGTON
IOWA,19,7240,RIVERTON,71,FREMONT
IOWA,19,7250,ROBINS,113,LINN
IOWA,19,7258,ROCHESTER,31,CEDAR
IOWA,19,7260,ROCK FALLS,33,CERRO GORDO
IOWA,19,7280,ROCK RAPIDS,119,LYON
IOWA,19,7290,ROCK VALLEY,167,SIOUX
IOWA,19,7270,ROCKFORD,67,FLOYD
IOWA,19,7300,ROCKWELL,33,CERRO GORDO
IOWA,19,7310,ROCKWELL CITY,25,CALHOUN
IOWA,19,7320,RODMAN,147,PALO ALTO
IOWA,19,7330,RODNEY,133,MONONA
IOWA,19,7340,ROLAND,169,STORY
IOWA,19,7350,ROLFE,151,POCAHONTAS
IOWA,19,7360,ROME,87,HENRY
IOWA,19,7370,ROSE HILL,123,MAHASKA
IOWA,19,7380,ROSSIE,41,CLAY
IOWA,19,7390,ROWAN,197,WRIGHT
IOWA,19,7400,ROWLEY,19,BUCHANAN
IOWA,19,7410,ROYAL,41,CLAY
IOWA,19,7420,RUDD,67,FLOYD
IOWA,19,7430,RUNNELLS,153,POLK
IOWA,19,7440,RUSSELL,117,LUCAS
IOWA,19,7450,RUTHVEN,147,PALO ALTO
IOWA,19,7460,RUTLAND,91,HUMBOLDT
IOWA,19,7470,RYAN,55,DELAWARE
IOWA,19,7480,SABULA,97,JACKSON
IOWA,19,7490,SAC CITY,161,SAC
IOWA,19,7500,SAGEVILLE,61,DUBUQUE
IOWA,19,7510,SAINT ANSGAR,131,MITCHELL
IOWA,19,7520,SAINT ANTHONY,127,MARSHALL
IOWA,19,7530,SAINT CHARLES,121,MADISON
IOWA,19,7535,SAINT DONATUS,97,JACKSON
IOWA,19,7540,SAINT LUCAS,65,FAYETTE
IOWA,19,7550,SAINT MARYS,181,WARREN
IOWA,19,7560,SAINT OLAF,43,CLAYTON
IOWA,19,7570,SAINT PAUL,111,LEE
IOWA,19,7580,SALEM,87,HENRY
IOWA,19,7590,SALIX,193,WOODBURY
IOWA,19,7600,SANBORN,141,O BRIEN
IOWA,19,7610,SANDYVILLE,181,WARREN
IOWA,19,7620,SCARVILLE,189,WINNEBAGO
IOWA,19,7630,SCHALLER,161,SAC
IOWA,19,7640,SCHLESWIG,47,CRAWFORD
IOWA,19,7643,SCOTCH GROVE,105,JONES
IOWA,19,7650,SCRANTON,73,GREENE
IOWA,19,7660,SEARSBORO,157,POWESHIEK
IOWA,19,7666,SELMA,177,VAN BUREN
IOWA,19,7670,SERGEANT BLUFF,193,WOODBURY
IOWA,19,7672,SEWAL,185,WAYNE
IOWA,19,7680,SEYMOUR,185,WAYNE
IOWA,19,7690,SHAMBAUGH,145,PAGE
IOWA,19,7700,SHANNON CITY,159,RINGGOLD
IOWA,19,7700,SHANNON CITY,175,UNION
IOWA,19,7710,SHARPSBURG,173,TAYLOR
IOWA,19,7720,SHEFFIELD,69,FRANKLIN
IOWA,19,7730,SHELBY,165,SHELBY
IOWA,19,7740,SHELDAHL,15,BOONE
IOWA,19,7740,SHELDAHL,153,POLK
IOWA,19,7740,SHELDAHL,169,STORY
IOWA,19,7750,SHELDON,141,O BRIEN
IOWA,19,7760,SHELL ROCK,23,BUTLER
IOWA,19,7770,SHELLSBURG,11,BENTON
IOWA,19,7780,SHENANDOAH,145,PAGE
IOWA,19,7790,SHERRILL,61,DUBUQUE
IOWA,19,7796,SHUEYVILLE,103,JOHNSON
IOWA,19,7800,SIBLEY,143,OSCEOLA
IOWA,19,7810,SIDNEY,71,FREMONT
IOWA,19,7820,SIGOURNEY,107,KEOKUK
IOWA,19,7830,SILVER CITY,129,MILLS
IOWA,19,7840,SIOUX CENTER,167,SIOUX
IOWA,19,7850,SIOUX CITY,193,WOODBURY
IOWA,19,7860,SIOUX RAPIDS,21,BUENA VISTA
IOWA,19,7870,SLATER,169,STORY
IOWA,19,7880,SLOAN,193,WOODBURY
IOWA,19,7890,SMITHLAND,193,WOODBURY
IOWA,19,7900,SOLDIER,133,MONONA
IOWA,19,7910,SOLON,103,JOHNSON
IOWA,19,7920,SOMERS,25,CALHOUN
IOWA,19,7929,SOUTH AMANA,95,IOWA
IOWA,19,7930,SOUTH ENGLISH,107,KEOKUK
IOWA,19,7935,SPAULDING,175,UNION
IOWA,19,7940,SPENCER,41,CLAY
IOWA,19,7943,SPERRY,57,DES MOINES
IOWA,19,7950,SPILLVILLE,189,WINNEBAGO
IOWA,19,7960,SPIRIT LAKE,59,DICKINSON
IOWA,19,7970,SPRAGUEVILLE,97,JACKSON
IOWA,19,7990,SPRING HILL,181,WARREN
IOWA,19,7980,SPRINGBROOK,97,JACKSON
IOWA,19,8000,SPRINGVILLE,113,LINN
IOWA,19,8010,STACYVILLE,131,MITCHELL
IOWA,19,8020,STANHOPE,79,HAMILTON
IOWA,19,8030,STANLEY,19,BUCHANAN
IOWA,19,8040,STANTON,137,MONTGOMERY
IOWA,19,8050,STANWOOD,31,CEDAR
IOWA,19,8060,STATE CENTER,127,MARSHALL
IOWA,19,8070,STEAMBOAT ROCK,83,HARDIN
IOWA,19,8080,STOCKPORT,177,VAN BUREN
IOWA,19,8090,STOCKTON,139,MUSCATINE
IOWA,19,8100,STORM LAKE,21,BUENA VISTA
IOWA,19,8110,STORY CITY,169,STORY
IOWA,19,8120,STOUT,75,GRUNDY
IOWA,19,8130,STRATFORD,79,HAMILTON
IOWA,19,8130,STRATFORD,187,WEBSTER
IOWA,19,8140,STRAWBERRY POINT,43,CLAYTON
IOWA,19,8150,STRUBLE,149,PLYMOUTH
IOWA,19,8160,STUART,1,ADAIR
IOWA,19,8160,STUART,77,GUTHRIE
IOWA,19,8165,SUGAR CREEK TOWNSHIP,157,POWESHIEK
IOWA,19,8170,SULLY,99,JASPER
IOWA,19,8180,SUMNER,17,BREMER
IOWA,19,8190,SUPERIOR,59,DICKINSON
IOWA,19,8200,SUTHERLAND,141,O BRIEN
IOWA,19,8210,SWALEDALE,33,CERRO GORDO
IOWA,19,8220,SWAN,125,MARION
IOWA,19,8230,SWEA CITY,109,KOSSUTH
IOWA,19,8235,SWEDESBURG,87,HENRY
IOWA,19,8240,SWISHER,103,JOHNSON
IOWA,19,8250,TABOR,129,MILLS
IOWA,19,8250,TABOR,71,FREMONT
IOWA,19,8255,TAINTOR,123,MAHASKA
IOWA,19,8257,TALMAGE,175,UNION
IOWA,19,8260,TAMA,171,TAMA
IOWA,19,8265,TEEDS GROVE,45,CLINTON
IOWA,19,8270,TEMPLETON,27,CARROLL
IOWA,19,8280,TENNANT,165,SHELBY
IOWA,19,8290,TERRIL,59,DICKINSON
IOWA,19,8300,THAYER,175,UNION
IOWA,19,8310,THOMPSON,189,WINNEBAGO
IOWA,19,8320,THOR,91,HUMBOLDT
IOWA,19,8325,THORNBURG,107,KEOKUK
IOWA,19,8330,THORNTON,33,CERRO GORDO
IOWA,19,8350,THURMAN,71,FREMONT
IOWA,19,8360,TIFFIN,103,JOHNSON
IOWA,19,8370,TINGLEY,159,RINGGOLD
IOWA,19,8380,TIPTON,31,CEDAR
IOWA,19,8390,TITONKA,109,KOSSUTH
IOWA,19,8395,TODDVILLE,113,LINN
IOWA,19,8397,TOETERVILLE,131,MITCHELL
IOWA,19,8400,TOLEDO,171,TAMA
IOWA,19,8410,TORONTO,45,CLINTON
IOWA,19,8418,TRACY,125,MARION
IOWA,19,8420,TRAER,171,TAMA
IOWA,19,8430,TREYNOR,155,POTTAWATTAMIE
IOWA,19,8440,TRIPOLI,17,BREMER
IOWA,19,8443,TROY MILLS,113,LINN
IOWA,19,8450,TRUESDALE,21,BUENA VISTA
IOWA,19,8460,TRURO,121,MADISON
IOWA,19,8470,TURIN,133,MONONA
IOWA,19,8480,UDELL,7,APPANOOSE
IOWA,19,8487,ULMER,161,SAC
IOWA,19,8490,UNDERWOOD,155,POTTAWATTAMIE
IOWA,19,8500,UNION,83,HARDIN
IOWA,19,8510,UNIONVILLE,7,APPANOOSE
IOWA,19,8520,UNIVERSITY HEIGHTS,103,JOHNSON
IOWA,19,8530,UNIVERSITY PARK,123,MAHASKA
IOWA,19,8540,URBANA,11,BENTON
IOWA,19,8550,URBANDALE,153,POLK
IOWA,19,8560,UTE,133,MONONA
IOWA,19,8570,VAIL,47,CRAWFORD
IOWA,19,8580,VALERIA,99,JASPER
IOWA,19,8590,VAN HORNE,11,BENTON
IOWA,19,8600,VAN METER,49,DALLAS
IOWA,19,8610,VAN WERT,53,DECATUR
IOWA,19,8620,VARINA,151,POCAHONTAS
IOWA,19,8625,VENTURA,33,CERRO GORDO
IOWA,19,8630,VICTOR,95,IOWA
IOWA,19,8630,VICTOR,157,POWESHIEK
IOWA,19,8640,VILLISCA,137,MONTGOMERY
IOWA,19,8650,VINCENT,187,WEBSTER
IOWA,19,8660,VINING,171,TAMA
IOWA,19,8670,VINTON,11,BENTON
IOWA,19,8675,VIOLA,113,LINN
IOWA,19,8680,VOLGA,43,CLAYTON
IOWA,19,8690,WADENA,65,FAYETTE
IOWA,19,8700,WAHPETON,59,DICKINSON
IOWA,19,8710,WALCOTT,163,SCOTT
IOWA,19,8714,WALFORD,11,BENTON
IOWA,19,8720,WALKER,113,LINN
IOWA,19,8740,WALL LAKE,161,SAC
IOWA,19,8730,WALLINGFORD,63,EMMET
